Submission ID,Performance Detail Submission ID,Date of Submission,Organisation Name,Submission Title,Disease Target,Stage of Development,Country of Manufacturer,Region,Website,Regulatory Approval,Clinical Sensitivity (%),Clinical Specificity (%),Type of Technology,Assay Target,Target Analyte(s),Technology principle,Test Format,Instrument requirement,Level of automation,Lab vs. POC,Self-testing/Self-Collection,Validated Sample Types,Time to results excl sample prep (mins),Time to results incl sample prep (mins),Connectivity Solution,FIND Evaluation,Impact of SARS-COV-2 Alpha variant,Impact of SARS-COV-2 Beta variant,Impact of SARS-COV-2 Gamma variant,Impact of SARS-COV-2 Delta variant,Impact of SARS-COV-2 Delta+ variant,Impact of SARS-COV-2 Omicron variant,S gene dropout,SARS-CoV-2 variant(s),Test to be listed on FIND's web page?,Data to be published on FIND's web page,Is this a variant detection test?,Revoked/Not Approved By,Study Type,Number of positive samples (clinical),Number of negative samples (clinical),Total number of samples (clinical)
a0B6900001LklcW,a2669000009z9ai,2021-02-09,Shenzhen Yhlo Biotech Co. ltd.,iFlash-SARS-CoV-2 IgG,SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fszyhlo.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://szyhlo.com (New Window)"">http://szyhlo.com</a>",CE-IVD; WHO EUL Under Assessment,-,-,Immunoassay,Antibody (serological),IgG,ELISA/EIA,Reagent Kit,A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001LklcX,a2669000009z9aj,2021-02-09,Shenzhen Yhlo Biotech Co. ltd.,iFlash-SARS-CoV-2 IgM,SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fszyhlo.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://szyhlo.com (New Window)"">http://szyhlo.com</a>",CE-IVD,-,-,Immunoassay,Antibody (serological),IgM,ELISA/EIA,Reagent Kit,A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001LklcY,a2669000009z9ak,2021-02-09,Shenzhen Yhlo Biotech Co. ltd.,iFlash-SARS-CoV-2 IgM/IgG Antibody Test,SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fszyhlo.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://szyhlo.com (New Window)"">http://szyhlo.com</a>",CE-IVD,-,-,Immunoassay,Antibody (serological),IgG; IgM,ELISA/EIA,Reagent Kit,A proprietary/new instrument is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001LklcZ,a2669000009z9al,2021-02-09,Siemens Healthcare Diagnostics Inc.,ADVIA Centaur SARS-CoV2 Total (COV2T),SARS-CoV-2,Regulatory Achieved,Germany,Europe,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fsiemens-healthineers.com%2Fpoint-of-care-testing%2Fcovid-19-testing%2Fcovi%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi (New Window)"">http://siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi</a>",US FDA EUA; Korea MFDS; Australia TGA; Health Canada; WHO EUL Under Assessment,-,-,Immunoassay,Antibody (serological),IgG; IgM,ELISA/EIA,Chemiluminescent Immunoassay (CLIA),A proprietary/new instrument is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklca,a2669000009z9am,2021-02-09,Siemens Healthcare Diagnostics Inc.,Atellica IM SARS-CoV-2 Total (COV2T),SARS-CoV-2,Regulatory Achieved,Germany,Europe,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fsiemens-healthineers.com%2Fpoint-of-care-testing%2Fcovid-19-testing%2Fcovi%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi (New Window)"">http://siemens-healthineers.com/point-of-care-testing/covid-19-testing/covi</a>",US FDA EUA; Australia TGA; Health Canada; WHO EUL Under Assessment,-,-,Immunoassay,Antibody (serological),IgG; IgM; IgA,ELISA/EIA,Chemiluminescent Immunoassay (CLIA),A proprietary/new instrument is required,Fully automated (including sample preparation),Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklcb,a2669000009z9an,2021-02-09,"BeiJing Abace Biology Co.,ltd.",COVID-19 IgG Antibody Test Kit (ELISA),SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fabace-biology.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://abace-biology.com (New Window)"">http://abace-biology.com</a>",CE-IVD,-,-,Immunoassay,Antibody (serological),IgG,ELISA/EIA,Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklcc,a2669000009z9ao,2021-02-09,"BeiJing Abace Biology Co.,ltd.",COVID-19 IgM Antibody Test Kit (ELISA),SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fabace-biology.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://abace-biology.com (New Window)"">http://abace-biology.com</a>",CE-IVD,-,-,Immunoassay,Antibody (serological),IgM,ELISA/EIA,Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklcd,a2669000009z9ap,2021-02-09,"BeiJing Abace Biology Co.,ltd.",COVID-19 Viral Antigen Test Kit (ELISA),SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fabace-biology.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://abace-biology.com (New Window)"">http://abace-biology.com</a>",CE-IVD,-,-,Immunoassay,Antigen,Unknown,ELISA/EIA,Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklce,a2669000009z9aq,2021-02-09,"BeiJing Abace Biology Co.,ltd.",COVID-19 viral NP antigen detection Kit (ELISA),SARS-CoV-2,Concept,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fabace-biology.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://abace-biology.com (New Window)"">http://abace-biology.com</a>",None,-,-,Immunoassay,Antigen,Unknown,ELISA/EIA,Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklcf,a2669000009z9ar,2021-02-09,"Dynamiker Biotechnology(Tianjin) Co., ltd.",Novel Coronavirus (2019-nCov) RT-PCR Kit,SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fen.dynamiker.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://en.dynamiker.com (New Window)"">http://en.dynamiker.com</a>",CE-IVD; Philippines FDA,-,-,Molecular,RNA,Unknown,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,NA,90,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklcg,a2669000009z9as,2021-02-09,"Dynamiker Biotechnology(Tianjin) Co., ltd.",2019-nCOV IgG Antibody kit (ELISA),SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fen.dynamiker.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://en.dynamiker.com (New Window)"">http://en.dynamiker.com</a>",CE-IVD; Philippines FDA,-,-,Immunoassay,Antibody (serological),IgG,ELISA/EIA,Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklch,a2669000009z9at,2021-02-09,"Dynamiker Biotechnology(Tianjin) Co., ltd.",2019-nCOV IgM Antibody kit (ELISA),SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fen.dynamiker.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://en.dynamiker.com (New Window)"">http://en.dynamiker.com</a>",CE-IVD; Philippines FDA,-,-,Immunoassay,Antibody (serological),IgM,ELISA/EIA,Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklci,a2669000009z9au,2021-02-09,GREENCROSS MEDICAL SCIENCE Corp.,GENEDIA W COVID-19 Colorimetric LAMP premix kit,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fgreencrossms.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://greencrossms.com (New Window)"">http://greencrossms.com</a>",CE-IVD,100.00 %,100.00 %,Molecular,RNA,N gene; RdRp gene,RT-LAMP,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,NA,30,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklcj,a2669000009z9av,2021-02-09,GREENCROSS MEDICAL SCIENCE Corp.,GENEDIA W COVID-19 Real-time RT-PCR kit,SARS-CoV-2,Regulatory Achieved,"Korea, Republic of",Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fgreencrossms.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://greencrossms.com (New Window)"">http://greencrossms.com</a>",CE-IVD,100.00 %,100.00 %,Molecular,RNA,E gene; N gene; S gene,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Bronchoalveolar lavage,NA,100,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklck,a2669000009z9aw,2021-02-09,"Hangzhou Clongene Biotech Co., ltd.",SARS-CoV-2 Nucleic Acid RT-PCR Test Kit,SARS-CoV-2,Research Use Only (RUO),China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fen.clongene.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://en.clongene.com/ (New Window)"">http://en.clongene.com/</a>",None,-,-,Molecular,RNA,Unknown,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Unknown,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklcl,a2669000009z9ax,2021-02-09,Ustar Biotechnologies (Hangzhou) ltd.,"EasyNAT Integrated, Automated Molecular Diagnostic Assay for COVID-19 RNA",SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fbioustar.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://bioustar.com/ (New Window)"">http://bioustar.com/</a>",China NMPA; Brazil ANVISA; Singapore HSA; CE-IVD; Philippines FDA; Malaysia MDA; Indonesia MDR; Other,96.50 %,100.00 %,Molecular,RNA,Unknown,qRT-PCR,Cartridge-based processing,Standard lab instrumentation is required,Automated (excluding sample preparation),Lab-based,Intended for professional use only,Nasopharyngeal swab; Sputum,NA,80,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklcq,a2669000009z9b2,2021-02-09,"Guangzhou Tebsun Bio-Tech Development Co., ltd.",SARS-CoV-2 Nucleic Acid Test (LAMP),SARS-CoV-2,Research Use Only (RUO),China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Ftebsun.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://tebsun.com (New Window)"">http://tebsun.com</a>",None,-,-,Molecular,RNA,Unknown,RT-LAMP,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasal swab,NA,45,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklcr,a2669000009z9b3,2021-02-09,"CTK Biotech, inc.",Aridia COVID-19 Real Time PCR Test,SARS-CoV-2,Regulatory Achieved,United States,Americas,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fctkbiotech.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://ctkbiotech.com (New Window)"">http://ctkbiotech.com</a>",Australia TGA; CE-IVD; Philippines FDA,97.50 %,99.90 %,Molecular,RNA,ORF1ab,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklcs,a2669000009z9b4,2021-02-09,"Acon Biotech (Hangzhou) Co., ltd.",SARS-CoV-2 RT-PCR Test Kit,SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Faconlabs.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://aconlabs.com (New Window)"">http://aconlabs.com</a>",CE-IVD; WHO EUL Under Assessment,-,-,Molecular,RNA,E gene; N gene; ORF1ab,qRT-PCR,"NAT reagent kit – open source",Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Nasopharyngeal swab; Oropharyngeal swab,NA,90,No,No,No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),No impact (analytical/clinical studies conducted),Unknown,No expected impact (in silico analyses),Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklct,a2669000009z9b5,2021-02-09,"Beijing Savant Biotechnology Co., ltd.",New Coronavirus(SARS-CoV-2)N Protein DetectionKit(Fluores. Immunochromatography),SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fhuaketai.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://huaketai.com (New Window)"">http://huaketai.com</a>",CE-IVD,-,-,Immunoassay,Antigen,N-protein,ELISA/EIA,Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Oropharyngeal swab,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001Lklcu,a2669000009z9b6,2021-02-09,"Shenzhen Mindray Bio-Medical Electronics Co., ltd.",Severe Acute Respiratory Syndrome Coronavirus 2 IgG (CLIA),SARS-CoV-2,Regulatory Achieved,China,Western Pacific,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fmindray.com%2Fen%2Findex.html%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://mindray.com/en/index.html (New Window)"">http://mindray.com/en/index.html</a>",CE-IVD,-,-,Immunoassay,Antibody (serological),IgG,ELISA/EIA,Chemiluminescent Immunoassay (CLIA),A proprietary/new instrument is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001LkldE,a2669000009z9bQ,2021-02-09,Creative Diagnostics,SARS-COV-2 Total Antibody ELISA Kit,SARS-CoV-2,Research Use Only (RUO),United States,Americas,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fcreative-diagnostics.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://creative-diagnostics.com/ (New Window)"">http://creative-diagnostics.com/</a>",None,94.70 %,98.40 %,Immunoassay,Antibody (serological),Total Antibody,ELISA/EIA,Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,NA,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
a0B6900001LkldH,a2669000009z9bT,2021-02-09,Creative Diagnostics,SARS-CoV-2 IgG ELISA Kit,SARS-CoV-2,Regulatory Achieved,United States,Americas,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fcreative-diagnostics.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://creative-diagnostics.com/ (New Window)"">http://creative-diagnostics.com/</a>",CE-IVD,91.10 %,98.30 %,Immunoassay,Antibody (serological),IgG,ELISA/EIA,Reagent Kit,Standard lab instrumentation is required,Manual,Lab-based,Intended for professional use only,Serum; Plasma,NA,75,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Not applicable,-,"Yes, I would like the test to be made public on FIND’s test directory",Yes,No,None,Company-Sponsored,NA,NA,NA
