"Performance Detail Submission: ID","Parent Submission: Date of Submission","Parent Submission: Company/Institution Name","Parent Submission: Submission Title","Parent Submission: Disease Target","Parent Submission: Stage of Development","Parent Submission: Country of Manufacturer","Parent Submission: Region","Parent Submission: Website","Parent Submission: Regulatory Approval","Clinical Sensitivity (%)","95% CI for Clinical Sensitivity (Lower)","95% CI for Clinical Sensitivity (Upper)","Clinical Specificity (%)","95% CI for Clinical Specificity (Lower)","95% CI for Clinical Specificity (Upper)","Parent Submission: Type of Technology","Parent Submission: Assay Target","Parent Submission: Target Analyte(s)","Parent Submission: Technology principle","Parent Submission: Test Format","Parent Submission: Instrument requirement","Parent Submission: Level of automation","Parent Submission: Lab vs. POC","Parent Submission: Self-testing/Self-Collection","Parent Submission: Validated Sample Types","Parent Submission: Time to results excl sample prep (mins)","Parent Submission: Connectivity Solution","FIND Evaluation","Parent Submission: Impact of SARS-COV-2 Beta variant","Parent Submission: Impact of SARS-COV-2 Alpha variant","Parent Submission: Impact of SARS-COV-2 Gamma variant","Parent Submission: Impact of SARS-COV-2 Delta+ variant","Parent Submission: Impact of SARS-COV-2 Delta variant","Parent Submission: Impact of SARS-COV-2 Omicron variant","Parent Submission: S gene dropout","Parent Submission: SARS-CoV-2 variant(s)","Parent Submission: Test to be listed on FIND's web page?","Data to be published on FIND's web page","Parent Submission: Is this a variant detection test?","Parent Submission: Revoked/Not Approved By"
"a266900000B2ldZ","01.02.2022","InTec Products, Inc.(Xiamen)","InTec Rapid SARS-CoV-2 Antigen Test (self-test)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.intecasi.com","CE-IVD; Other","96.00","","","99.60","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000AvvjD","17.12.2021","InTec Products, Inc.(Xiamen)","AQ+ COVID-19 Ag Rapid Test","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD","96.41","93.08","98.17","99.60","97.74","99.93","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab; Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QHe","","iNtRON Biotechnology, Inc.","LiliF GBN Covid-19 Ag Rapid kit","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","www.intronbio.com","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wGA","08.05.2021","Invex Health Pvt. ltd.","Seloi Covid 19 Antigen Rapid Diagnostic test","SARS-CoV-2","Regulatory Achieved","India","South-East Asia","https://www.invexhealth.com","India CDSCO","96.00","","","100.00","","","Immunoassay","Antigen","S-protein (type unknown)","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","10.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wI4","19.05.2021","Inzek international Trading","Biozek BCOV-502 Antigen rapidtest","SARS-CoV-2","Regulatory Achieved","Netherlands","Europe","https://www.biozek.com","CE-IVD","95.00","89.53","98.48","99.66","99.00","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","10.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w4x","25.02.2021","Inzek international Trading","Covid-19 Antigen Rapid test cassette","SARS-CoV-2","Regulatory Achieved","Netherlands","Europe","https://www.biozek.com","CE-IVD","95.37","89.50","98.48","99.66","98.78","99.96","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QHf","","Inzek international Trading","Biozek covid-19 Antigen Rapidtest BCOV-802","SARS-CoV-2","Regulatory Achieved","Netherlands","Europe","www.biozek.com","CE-IVD","91.00","","","99.00","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wE6","06.04.2021","iXensor Co., ltd.","PixoTest COVID-19 Antigen Test","SARS-CoV-2","Regulatory Achieved","Taiwan, Republic of China","Western Pacific","https://ixensor.com","Australia TGA; CE-IVD","95.00","75.13","99.87","98.04","89.55","99.95","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wEy","21.04.2021","Jiangsu Bioperfectus Technologies Co., ltd.","Novel Corona Virus (SARS-CoV-2) Ag Rapid Test Kit(Self-test)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https:/bioperfectus.com","CE-IVD","97.06","93.30","98.74","99.15","98.25","99.59","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w71","05.03.2021","Jiangsu Bioperfectus Technologies Co., ltd.","Novel Corona Virus (SARS-CoV-2) Ag Rapid Test Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https:/bioperfectus.com","CE-IVD; Other","97.06","88.64","99.08","99.15","95.12","99.09","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QHg","","Jiangsu Bioperfectus Technologies Co., ltd.","PerfectPOC Novel Corona Virus (SARS-CoV-2) Ag Rapid Test Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","www.bioperfectus.com","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QKb","","Jiangsu Diagnostics Biotechnology Co.,Ltd.","COVID-19 Antigen Rapid Test Cassette (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","diagnostics-bio.com","CE-IVD","98.31","","","100.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QGs","","Jiangsu Diagnostics Biotechnology Co.,Ltd.","COVID-19 Antigen Rapid Test Cassette (Saliva)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","diagnostics-bio.com","CE-IVD","97.26","","","100.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B4CJY","02.03.2022","Jiangsu Konsung Bio-Medical Science & Technology Co.,ltd.","COVID-19 Antigen Rapid Test Kit (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD; Germany BfArM; Other","97.50","86.84","99.94","99.06","96.63","99.89","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","near Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wFY","04.05.2021","Jiangsu Macro & Micro-Test Med-Tech Co., ltd.","SARS-CoV-2 Virus Antigen Detection Kit (Immunofluorescence Chromatography)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Unknown","","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","WHO EUL Under Assessment"
"a266900000A9wHk","19.05.2021","Jiangsu Macro & Micro-Test Med-Tech Co., ltd.","SARS-CoV-2 Virus Antigen Detection Kit (colloidal gold method)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.medicalexpo.com/prod/jiangsu-macro-micro-test-med-tech-co-ltd/product-304118-1029740.html","CE-IVD","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Saliva","","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldu","01.02.2022","Jiangsu Macro & Micro-Test Med-Tech Co., ltd.","SARS-CoV-2 Virus Antigen Detection Kit (colloidal gold method)-Nasal (self-test)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD; Other","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BCYd6","08.06.2022","Jiangsu Medomics Medical Technology","Jamach COVID-19 Antigen Test Cassette","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","Australia TGA","97.00","","","98.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ln9","04.02.2022","Jiangsu Medomics Medical Technology","SARS-CoV-2 Antigen Test Kit (LFIA)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","Australia TGA; CE-IVD","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","A proprietary/new instrument is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B44Fq","28.02.2022","Jiangsu Medomics Medical Technology","Gardian T3 COVID-19-SARS-CoV-2 Antigen Saliva Self Test","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","Australia TGA","98.95","","","96.64","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Saliva","10.00","Yes","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","No impact (analytical/clinical studies conducted)","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w6R","04.03.2021","Jiangsu Mole Bioscience Co., ltd.","SARS-CoV-2 Antigen Test Cassette","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","http://en.molechina.com/","CE-IVD","97.30","94.80","99.80","98.40","96.90","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJw","","Jiangsu Mole Bioscience Co., ltd.","Flu A/B + COVID-19 Antigen Combo Test Cassette Kit","SARS-CoV-2; Influenza A; Influenza B","Regulatory Achieved","China","Western Pacific","0","CE-IVD","95.20","","","99.40","","","Immunoassay","Antigen","N-protein; Influenza A; Influenza B","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wJG","04.06.2021","Jiangsu Well Biotech Co.,ltd.","COVID-19 Ag Rapid Saliva Test Device","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BF559","25.04.2022","Jiangsu Well Biotech Co.,ltd.","Orawell COVID-19 Ag Rapid Test Device","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","WHO EUL Under Assessment","94.74","89.83","97.27","100.00","98.12","100.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","No impact (analytical/clinical studies conducted)","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJy","","Jiangsu Well Biotech Co.,ltd.","COVID-19 Ag Rapid Test Device","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","0","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Oropharyngeal swab; Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldh","01.02.2022","Jiangsu Well Biotech Co.,ltd.","Orawell COVID-19 Ag Rapid saliva test device (Self-test)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","","Australia TGA; CE-IVD","94.74","89.83","97.27","100.00","98.12","100.00","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Saliva","","No","No","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","No impact (analytical/clinical studies conducted)","Unknown","No impact (analytical/clinical studies conducted)","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QJz","","Jiangxi Province JinHuan Medical Instrument Co., LTD.","DREHA Novel Coronavirus (SARS-CoV-2) Antigen Rapid Detection Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","jinhuan123.de","CE-IVD","","","","96.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wKD","30.06.2021","JINAN BABIO BIOTECHNOLOGY CO., ltd.","SARS-CoV-2 Antigen Rapid Detection Kit (Colloidal Gold Method)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.jnbaibo.com","CE-IVD","97.05","95.38","98.72","99.76","99.53","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Saliva","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDI","02.04.2021","JOINSTAR BIOMEDICAL TECHNOLOGY CO.,ltd.","COVID-19 Antigen Rapid Test (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.joinstar.cn","CE-IVD","96.10","","","97.60","","","Immunoassay","Antigen","Other","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2ldK","01.02.2022","JOINSTAR BIOMEDICAL TECHNOLOGY CO.,ltd.","COVID-19 Antigen Rapid Test (Colloidal Gold) anterior nasal - selftesting device","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.joinstar.cn","CE-IVD","","","","","","","Immunoassay","Antigen","Other","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w5L","02.03.2021","Joysbio Biotechnology Co ltd.","SARS-COV-2 Antigen Rapid Test Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://en.joysbio.com/","CE-IVD","98.13","93.40","99.80","99.22","97.70","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","15.00","No","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B5QGu","","Joysbio Biotechnology Co ltd.","SARS-CoV-2 Antigen Rapid Test Kit - Saliva (Colloidal Gold)","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","en.joysbio.com/","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Saliva","15.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000BBgkA","23.05.2022","Kaya17, Inc","nCoVega saliva test","SARS-CoV-2","Regulatory Achieved","United States","Americas","https://kaya17.com","CE-IVD","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Cartridge-based processing","A proprietary/new instrument is required","Automated (excluding sample preparation)","near Point of Care","Intended for professional use only","Saliva","","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w8X","08.03.2021","KH Medical Co., ltd.","RADI COVID-19 Ag Rapid Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.khmedical.co.kr","Brazil ANVISA; CE-IVD","100.00","88.70","100.00","100.00","88.70","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","30.00","No","Yes","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w8c","08.03.2021","KH Medical Co., ltd.","RADI Flu-SC2 Ag Rapid Test","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.khmedical.co.kr","CE-IVD","100.00","83.80","100.00","100.00","83.89","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","30.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wDJ","02.04.2021","Koch Biotechnology (Beijing) Co., ltd.","COVID-19 Antigen Rapid Test Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.kochbiotech.net/exportproducts/sars-cov-2-antigen-lateral-flow-assay","CE-IVD; MHRA UK","98.50","97.20","99.80","99.30","98.50","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Oropharyngeal swab","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2e3I","04.02.2022","KOHJIN BIO CO., ltd.","KBM LineCheck nCoV/Flu","SARS-CoV-2","Regulatory Achieved","Japan","Western Pacific","","Japan MHLW","","","","","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","","True Point of Care","Intended for professional use only","Unknown","","","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000B2cB0","04.02.2022","KOHJIN BIO CO., ltd.","KBM LineCheck nCoV (Stick Type)","SARS-CoV-2","Regulatory Achieved","Japan","Western Pacific","","Japan MHLW","78.60","","","100.00","","","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","","True Point of Care","Intended for professional use only","Nasopharyngeal swab; Nasal swab","","","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wGj","11.05.2021","L&H Biotech Limited","COVID-19 Antigen Rapid Test","SARS-CoV-2","Research Use Only (RUO)","China","Western Pacific","","None","","","","","","","Immunoassay","Antigen","Unknown","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for professional use only","Unknown","","Unknown","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w5B","01.03.2021","LabGenomics Co., ltd.","LabGun COVID-19 Rapid Antigen Kit","SARS-CoV-2","Regulatory Achieved","Korea, Republic of","Western Pacific","https://www.labgenomics.co.kr/eng/","CE-IVD","97.50","91.26","99.70","100.00","94.04","100.00","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Fully automated (including sample preparation)","True Point of Care","Intended for professional use only","Nasopharyngeal swab","10.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9w6H","04.03.2021","Labnovation Technologies, Inc.","SARS-CoV-2 Antigen Rapid Test Kit","SARS-CoV-2","Regulatory Achieved","China","Western Pacific","https://www.labnovation.com","Australia TGA; CE-IVD","96.00","90.07","98.90","97.50","95.45","98.79","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasopharyngeal swab; Oropharyngeal swab; Nasal swab; Mid-turbinate swab","20.00","No","No","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
"a266900000A9wG0","06.05.2021","Labx Corp ( Design & Development)/Beijing LEPU Medical TEchnology Co. ltd.","SARs CoV-2 Integrated Self Test Kit","SARS-CoV-2","Regulatory Achieved","Philippines","Western Pacific","https://www.labx.asia","CE-IVD; Germany BfArM","95.06","91.50","97.15","99.62","97.89","99.93","Immunoassay","Antigen","N-protein","Lateral Flow Assay","Rapid diagnostic test (strip or cassette)","No instrumentation is required","Manual","True Point of Care","Intended for self-testing (version available)","Nasal swab","15.00","Yes","No","No expected impact (in silico analyses)","No expected impact (in silico analyses)","Unknown","Unknown","Unknown","Unknown","Not applicable","","Yes, I would like the test to be made public on FIND’s test directory","Yes","No","None"
